resume_text,profession
"Name: Candidate_399. Experience: 13 years. Skills: Excel, Admin. Education: MCA.",Backend Developer
"Name: Candidate_400. Experience: 14 years. Skills: R, Statistics. Education: Diploma in CS.",Data Analyst
"Name: Candidate_401. Experience: 2 years. Skills: AWS, DevOps. Education: B.Com.",Virtual Assistant
"Name: Candidate_402. Experience: 11 years. Skills: Excel, Admin. Education: B.Com.",Backend Developer
"Name: Candidate_403. Experience: 7 years. Skills: C++, IoT. Education: BCA.",DevOps Engineer
"Name: Candidate_404. Experience: 6 years. Skills: Excel, Admin. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_405. Experience: 15 years. Skills: C++, IoT. Education: MBA.",Frontend Developer
"Name: Candidate_406. Experience: 15 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",Product Manager
"Name: Candidate_407. Experience: 4 years. Skills: Python, SQL, ML. Education: BCA.",Virtual Assistant
"Name: Candidate_408. Experience: 10 years. Skills: C++, IoT. Education: B.Com.",DevOps Engineer
"Name: Candidate_409. Experience: 10 years. Skills: C++, IoT. Education: B.Sc in IT.",Data Scientist
"Name: Candidate_410. Experience: 3 years. Skills: C++, IoT. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_411. Experience: 11 years. Skills: R, Statistics. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_412. Experience: 11 years. Skills: Java, Spring. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_413. Experience: 12 years. Skills: C++, IoT. Education: Diploma in CS.",Frontend Developer
"Name: Candidate_414. Experience: 8 years. Skills: PHP, Laravel. Education: Diploma in CS.",Data Analyst
"Name: Candidate_415. Experience: 2 years. Skills: Angular, TypeScript. Education: B.Com.",Product Manager
"Name: Candidate_416. Experience: 3 years. Skills: Node.js, MongoDB. Education: B.Tech in CS.",Data Analyst
"Name: Candidate_417. Experience: 5 years. Skills: Node.js, MongoDB. Education: M.Tech.",Backend Developer
"Name: Candidate_418. Experience: 2 years. Skills: Python, SQL, ML. Education: Diploma in CS.",Backend Developer
"Name: Candidate_419. Experience: 14 years. Skills: PHP, Laravel. Education: MCA.",Data Analyst
"Name: Candidate_420. Experience: 14 years. Skills: AWS, DevOps. Education: B.Com.",Frontend Developer
"Name: Candidate_421. Experience: 2 years. Skills: PHP, Laravel. Education: B.Com.",Data Analyst
"Name: Candidate_422. Experience: 1 years. Skills: PHP, Laravel. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_423. Experience: 3 years. Skills: Node.js, MongoDB. Education: B.Com.",Data Scientist
"Name: Candidate_424. Experience: 5 years. Skills: Excel, Admin. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_425. Experience: 13 years. Skills: AWS, DevOps. Education: MBA.",Embedded Engineer
"Name: Candidate_426. Experience: 5 years. Skills: R, Statistics. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_427. Experience: 13 years. Skills: JavaScript, React. Education: BCA.",Backend Developer
"Name: Candidate_428. Experience: 13 years. Skills: Excel, Admin. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_429. Experience: 6 years. Skills: Angular, TypeScript. Education: B.Com.",Backend Developer
"Name: Candidate_430. Experience: 3 years. Skills: JavaScript, React. Education: MBA.",DevOps Engineer
"Name: Candidate_431. Experience: 6 years. Skills: R, Statistics. Education: Diploma in CS.",Data Analyst
"Name: Candidate_432. Experience: 2 years. Skills: Java, Spring. Education: BCA.",Product Manager
"Name: Candidate_433. Experience: 5 years. Skills: Node.js, MongoDB. Education: M.Tech.",Data Analyst
"Name: Candidate_434. Experience: 0 years. Skills: Node.js, MongoDB. Education: B.Com.",Product Manager
"Name: Candidate_435. Experience: 13 years. Skills: AWS, DevOps. Education: MBA.",Backend Developer
"Name: Candidate_436. Experience: 4 years. Skills: Python, SQL, ML. Education: B.Com.",Frontend Developer
"Name: Candidate_437. Experience: 0 years. Skills: Python, SQL, ML. Education: B.Com.",Embedded Engineer
"Name: Candidate_438. Experience: 12 years. Skills: Node.js, MongoDB. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_439. Experience: 9 years. Skills: Excel, Admin. Education: B.Tech in CS.",Product Manager
"Name: Candidate_440. Experience: 15 years. Skills: Node.js, MongoDB. Education: MCA.",Product Manager
"Name: Candidate_441. Experience: 7 years. Skills: Angular, TypeScript. Education: MBA.",Frontend Developer
"Name: Candidate_442. Experience: 5 years. Skills: AWS, DevOps. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_443. Experience: 3 years. Skills: Angular, TypeScript. Education: Diploma in CS.",Backend Developer
"Name: Candidate_444. Experience: 3 years. Skills: PHP, Laravel. Education: BCA.",Virtual Assistant
"Name: Candidate_445. Experience: 2 years. Skills: Node.js, MongoDB. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_446. Experience: 7 years. Skills: AWS, DevOps. Education: B.Sc in IT.",Product Manager
"Name: Candidate_447. Experience: 4 years. Skills: Java, Spring. Education: MCA.",Frontend Developer
"Name: Candidate_448. Experience: 7 years. Skills: Python, SQL, ML. Education: MBA.",Data Analyst
"Name: Candidate_449. Experience: 7 years. Skills: Excel, Admin. Education: BCA.",Backend Developer
"Name: Candidate_450. Experience: 9 years. Skills: Excel, Admin. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_451. Experience: 9 years. Skills: JavaScript, React. Education: Diploma in CS.",Product Manager
"Name: Candidate_452. Experience: 1 years. Skills: JavaScript, React. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_453. Experience: 14 years. Skills: Excel, Admin. Education: B.Tech in CS.",Frontend Developer
"Name: Candidate_454. Experience: 14 years. Skills: Excel, Admin. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_455. Experience: 9 years. Skills: C++, IoT. Education: B.Com.",Embedded Engineer
"Name: Candidate_456. Experience: 5 years. Skills: R, Statistics. Education: B.Sc in IT.",Virtual Assistant
"Name: Candidate_457. Experience: 5 years. Skills: Excel, Admin. Education: Diploma in CS.",Data Scientist
"Name: Candidate_458. Experience: 14 years. Skills: R, Statistics. Education: Diploma in CS.",Virtual Assistant
"Name: Candidate_459. Experience: 12 years. Skills: Angular, TypeScript. Education: M.Tech.",Embedded Engineer
"Name: Candidate_460. Experience: 4 years. Skills: AWS, DevOps. Education: M.Tech.",Backend Developer
"Name: Candidate_461. Experience: 15 years. Skills: C++, IoT. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_462. Experience: 15 years. Skills: Java, Spring. Education: BCA.",Data Scientist
"Name: Candidate_463. Experience: 8 years. Skills: R, Statistics. Education: MBA.",Frontend Developer
"Name: Candidate_464. Experience: 5 years. Skills: PHP, Laravel. Education: B.Com.",DevOps Engineer
"Name: Candidate_465. Experience: 10 years. Skills: C++, IoT. Education: Diploma in CS.",Backend Developer
"Name: Candidate_466. Experience: 9 years. Skills: R, Statistics. Education: MCA.",Data Analyst
"Name: Candidate_467. Experience: 14 years. Skills: Python, SQL, ML. Education: B.Sc in IT.",DevOps Engineer
"Name: Candidate_468. Experience: 6 years. Skills: R, Statistics. Education: Diploma in CS.",Data Scientist
"Name: Candidate_469. Experience: 9 years. Skills: Java, Spring. Education: MCA.",Product Manager
"Name: Candidate_470. Experience: 14 years. Skills: Java, Spring. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_471. Experience: 5 years. Skills: Java, Spring. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_472. Experience: 11 years. Skills: Java, Spring. Education: M.Tech.",Data Analyst
"Name: Candidate_473. Experience: 7 years. Skills: Node.js, MongoDB. Education: BCA.",Data Analyst
"Name: Candidate_474. Experience: 15 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",DevOps Engineer
"Name: Candidate_475. Experience: 5 years. Skills: JavaScript, React. Education: MBA.",DevOps Engineer
"Name: Candidate_476. Experience: 14 years. Skills: C++, IoT. Education: B.Sc in IT.",DevOps Engineer
"Name: Candidate_477. Experience: 0 years. Skills: Angular, TypeScript. Education: BCA.",Data Analyst
"Name: Candidate_478. Experience: 1 years. Skills: Java, Spring. Education: M.Tech.",Data Analyst
"Name: Candidate_479. Experience: 2 years. Skills: Excel, Admin. Education: MBA.",Data Scientist
"Name: Candidate_480. Experience: 11 years. Skills: C++, IoT. Education: B.Com.",DevOps Engineer
"Name: Candidate_481. Experience: 1 years. Skills: Excel, Admin. Education: B.Tech in CS.",Frontend Developer
"Name: Candidate_482. Experience: 14 years. Skills: Python, SQL, ML. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_483. Experience: 13 years. Skills: C++, IoT. Education: M.Tech.",Product Manager
"Name: Candidate_484. Experience: 8 years. Skills: AWS, DevOps. Education: B.Sc in IT.",Virtual Assistant
"Name: Candidate_485. Experience: 10 years. Skills: Python, SQL, ML. Education: MCA.",Data Analyst
"Name: Candidate_486. Experience: 8 years. Skills: PHP, Laravel. Education: B.Com.",Embedded Engineer
"Name: Candidate_487. Experience: 0 years. Skills: JavaScript, React. Education: B.Sc in IT.",Data Scientist
"Name: Candidate_488. Experience: 14 years. Skills: Java, Spring. Education: MCA.",Product Manager
"Name: Candidate_489. Experience: 4 years. Skills: JavaScript, React. Education: Diploma in CS.",Product Manager
"Name: Candidate_490. Experience: 4 years. Skills: PHP, Laravel. Education: MCA.",Virtual Assistant
"Name: Candidate_491. Experience: 13 years. Skills: R, Statistics. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_492. Experience: 2 years. Skills: JavaScript, React. Education: B.Com.",Data Scientist
"Name: Candidate_493. Experience: 2 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_494. Experience: 3 years. Skills: Excel, Admin. Education: B.Com.",Frontend Developer
"Name: Candidate_495. Experience: 4 years. Skills: Excel, Admin. Education: MBA.",Virtual Assistant
"Name: Candidate_496. Experience: 15 years. Skills: PHP, Laravel. Education: B.Com.",Frontend Developer
"Name: Candidate_497. Experience: 2 years. Skills: R, Statistics. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_498. Experience: 15 years. Skills: R, Statistics. Education: BCA.",Frontend Developer
"Name: Candidate_499. Experience: 10 years. Skills: JavaScript, React. Education: Diploma in CS.",Frontend Developer
"Name: Candidate_500. Experience: 9 years. Skills: PHP, Laravel. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_501. Experience: 9 years. Skills: R, Statistics. Education: MCA.",Embedded Engineer
"Name: Candidate_502. Experience: 15 years. Skills: Angular, TypeScript. Education: MCA.",Virtual Assistant
"Name: Candidate_503. Experience: 10 years. Skills: Excel, Admin. Education: B.Sc in IT.",Product Manager
"Name: Candidate_504. Experience: 2 years. Skills: R, Statistics. Education: BCA.",Backend Developer
"Name: Candidate_505. Experience: 7 years. Skills: Angular, TypeScript. Education: Diploma in CS.",Backend Developer
"Name: Candidate_506. Experience: 0 years. Skills: PHP, Laravel. Education: M.Tech.",Embedded Engineer
"Name: Candidate_507. Experience: 2 years. Skills: Python, SQL, ML. Education: MCA.",DevOps Engineer
"Name: Candidate_508. Experience: 5 years. Skills: Java, Spring. Education: B.Com.",DevOps Engineer
"Name: Candidate_509. Experience: 1 years. Skills: Node.js, MongoDB. Education: B.Com.",Frontend Developer
"Name: Candidate_510. Experience: 12 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",Backend Developer
"Name: Candidate_511. Experience: 3 years. Skills: AWS, DevOps. Education: M.Tech.",DevOps Engineer
"Name: Candidate_512. Experience: 13 years. Skills: AWS, DevOps. Education: MCA.",Backend Developer
"Name: Candidate_513. Experience: 9 years. Skills: Python, SQL, ML. Education: MCA.",Product Manager
"Name: Candidate_514. Experience: 3 years. Skills: C++, IoT. Education: BCA.",Data Analyst
"Name: Candidate_515. Experience: 4 years. Skills: R, Statistics. Education: MBA.",Virtual Assistant
"Name: Candidate_516. Experience: 13 years. Skills: Python, SQL, ML. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_517. Experience: 6 years. Skills: Angular, TypeScript. Education: B.Sc in IT.",Virtual Assistant
"Name: Candidate_518. Experience: 3 years. Skills: Python, SQL, ML. Education: MBA.",Virtual Assistant
"Name: Candidate_519. Experience: 15 years. Skills: PHP, Laravel. Education: Diploma in CS.",Frontend Developer
"Name: Candidate_520. Experience: 5 years. Skills: Node.js, MongoDB. Education: M.Tech.",Embedded Engineer
"Name: Candidate_521. Experience: 15 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_522. Experience: 13 years. Skills: JavaScript, React. Education: MBA.",Embedded Engineer
"Name: Candidate_523. Experience: 8 years. Skills: JavaScript, React. Education: M.Tech.",Virtual Assistant
"Name: Candidate_524. Experience: 0 years. Skills: AWS, DevOps. Education: MBA.",Backend Developer
"Name: Candidate_525. Experience: 9 years. Skills: AWS, DevOps. Education: Diploma in CS.",Backend Developer
"Name: Candidate_526. Experience: 6 years. Skills: JavaScript, React. Education: M.Tech.",Backend Developer
"Name: Candidate_527. Experience: 14 years. Skills: AWS, DevOps. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_528. Experience: 8 years. Skills: Node.js, MongoDB. Education: B.Com.",Backend Developer
"Name: Candidate_529. Experience: 10 years. Skills: Java, Spring. Education: BCA.",Embedded Engineer
"Name: Candidate_530. Experience: 3 years. Skills: Node.js, MongoDB. Education: B.Com.",Data Scientist
"Name: Candidate_531. Experience: 14 years. Skills: Java, Spring. Education: B.Tech in CS.",Product Manager
"Name: Candidate_532. Experience: 1 years. Skills: Python, SQL, ML. Education: Diploma in CS.",Data Scientist
"Name: Candidate_533. Experience: 14 years. Skills: Python, SQL, ML. Education: MBA.",Data Analyst
"Name: Candidate_534. Experience: 6 years. Skills: PHP, Laravel. Education: MCA.",Backend Developer
"Name: Candidate_535. Experience: 5 years. Skills: Java, Spring. Education: BCA.",DevOps Engineer
"Name: Candidate_536. Experience: 15 years. Skills: R, Statistics. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_537. Experience: 6 years. Skills: R, Statistics. Education: B.Tech in CS.",Data Analyst
"Name: Candidate_538. Experience: 12 years. Skills: Excel, Admin. Education: MBA.",Frontend Developer
"Name: Candidate_539. Experience: 13 years. Skills: Java, Spring. Education: MCA.",Frontend Developer
"Name: Candidate_540. Experience: 0 years. Skills: Angular, TypeScript. Education: BCA.",Data Scientist
"Name: Candidate_541. Experience: 4 years. Skills: AWS, DevOps. Education: B.Com.",Product Manager
"Name: Candidate_542. Experience: 2 years. Skills: Node.js, MongoDB. Education: MCA.",Data Analyst
"Name: Candidate_543. Experience: 6 years. Skills: Excel, Admin. Education: BCA.",Frontend Developer
"Name: Candidate_544. Experience: 3 years. Skills: Java, Spring. Education: MBA.",Product Manager
"Name: Candidate_545. Experience: 11 years. Skills: PHP, Laravel. Education: B.Tech in CS.",Data Analyst
"Name: Candidate_546. Experience: 12 years. Skills: Angular, TypeScript. Education: MCA.",Data Scientist
"Name: Candidate_547. Experience: 9 years. Skills: Python, SQL, ML. Education: B.Com.",Embedded Engineer
"Name: Candidate_548. Experience: 10 years. Skills: Node.js, MongoDB. Education: MCA.",Product Manager
"Name: Candidate_549. Experience: 12 years. Skills: R, Statistics. Education: M.Tech.",Data Scientist
"Name: Candidate_550. Experience: 6 years. Skills: C++, IoT. Education: BCA.",Frontend Developer
"Name: Candidate_551. Experience: 13 years. Skills: Java, Spring. Education: B.Tech in CS.",DevOps Engineer
"Name: Candidate_552. Experience: 9 years. Skills: Angular, TypeScript. Education: M.Tech.",DevOps Engineer
"Name: Candidate_553. Experience: 2 years. Skills: Excel, Admin. Education: B.Com.",DevOps Engineer
"Name: Candidate_554. Experience: 3 years. Skills: Python, SQL, ML. Education: BCA.",DevOps Engineer
"Name: Candidate_555. Experience: 7 years. Skills: Node.js, MongoDB. Education: MCA.",Backend Developer
"Name: Candidate_556. Experience: 0 years. Skills: AWS, DevOps. Education: M.Tech.",Frontend Developer
"Name: Candidate_557. Experience: 5 years. Skills: Angular, TypeScript. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_558. Experience: 12 years. Skills: Excel, Admin. Education: MCA.",DevOps Engineer
"Name: Candidate_559. Experience: 9 years. Skills: Python, SQL, ML. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_560. Experience: 13 years. Skills: C++, IoT. Education: MBA.",Data Analyst
"Name: Candidate_561. Experience: 11 years. Skills: R, Statistics. Education: MCA.",Data Scientist
"Name: Candidate_562. Experience: 6 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_563. Experience: 10 years. Skills: JavaScript, React. Education: M.Tech.",Backend Developer
"Name: Candidate_564. Experience: 0 years. Skills: Angular, TypeScript. Education: B.Com.",Virtual Assistant
"Name: Candidate_565. Experience: 10 years. Skills: Python, SQL, ML. Education: BCA.",Embedded Engineer
"Name: Candidate_566. Experience: 12 years. Skills: R, Statistics. Education: M.Tech.",Data Analyst
"Name: Candidate_567. Experience: 12 years. Skills: Excel, Admin. Education: BCA.",DevOps Engineer
"Name: Candidate_568. Experience: 10 years. Skills: JavaScript, React. Education: M.Tech.",Frontend Developer
"Name: Candidate_569. Experience: 14 years. Skills: Java, Spring. Education: B.Com.",Product Manager
"Name: Candidate_570. Experience: 2 years. Skills: C++, IoT. Education: B.Sc in IT.",Data Scientist
"Name: Candidate_571. Experience: 6 years. Skills: Excel, Admin. Education: B.Tech in CS.",DevOps Engineer
"Name: Candidate_572. Experience: 8 years. Skills: Python, SQL, ML. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_573. Experience: 4 years. Skills: Excel, Admin. Education: M.Tech.",Product Manager
"Name: Candidate_574. Experience: 14 years. Skills: Angular, TypeScript. Education: MBA.",Embedded Engineer
"Name: Candidate_575. Experience: 10 years. Skills: Java, Spring. Education: MCA.",DevOps Engineer
"Name: Candidate_576. Experience: 12 years. Skills: Node.js, MongoDB. Education: B.Tech in CS.",Product Manager
"Name: Candidate_577. Experience: 1 years. Skills: JavaScript, React. Education: BCA.",Embedded Engineer
"Name: Candidate_578. Experience: 12 years. Skills: R, Statistics. Education: B.Com.",Embedded Engineer
"Name: Candidate_579. Experience: 1 years. Skills: C++, IoT. Education: Diploma in CS.",Data Scientist
"Name: Candidate_580. Experience: 14 years. Skills: AWS, DevOps. Education: BCA.",DevOps Engineer
"Name: Candidate_581. Experience: 2 years. Skills: C++, IoT. Education: BCA.",Data Analyst
"Name: Candidate_582. Experience: 4 years. Skills: Java, Spring. Education: MCA.",Embedded Engineer
"Name: Candidate_583. Experience: 13 years. Skills: AWS, DevOps. Education: MCA.",Product Manager
"Name: Candidate_584. Experience: 7 years. Skills: C++, IoT. Education: B.Com.",Backend Developer
"Name: Candidate_585. Experience: 13 years. Skills: C++, IoT. Education: MBA.",Product Manager
"Name: Candidate_586. Experience: 0 years. Skills: Python, SQL, ML. Education: MBA.",DevOps Engineer
"Name: Candidate_587. Experience: 7 years. Skills: Angular, TypeScript. Education: MCA.",Backend Developer
"Name: Candidate_588. Experience: 3 years. Skills: JavaScript, React. Education: MCA.",Virtual Assistant
"Name: Candidate_589. Experience: 2 years. Skills: Node.js, MongoDB. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_590. Experience: 2 years. Skills: JavaScript, React. Education: MCA.",Product Manager
"Name: Candidate_591. Experience: 13 years. Skills: C++, IoT. Education: B.Tech in CS.",Data Analyst
"Name: Candidate_592. Experience: 0 years. Skills: AWS, DevOps. Education: MBA.",Backend Developer
"Name: Candidate_593. Experience: 13 years. Skills: R, Statistics. Education: BCA.",DevOps Engineer
"Name: Candidate_594. Experience: 6 years. Skills: Excel, Admin. Education: B.Com.",Data Scientist
"Name: Candidate_595. Experience: 9 years. Skills: R, Statistics. Education: B.Com.",Data Analyst
"Name: Candidate_596. Experience: 10 years. Skills: Python, SQL, ML. Education: MCA.",Data Analyst
"Name: Candidate_597. Experience: 7 years. Skills: PHP, Laravel. Education: Diploma in CS.",Data Analyst
"Name: Candidate_598. Experience: 11 years. Skills: PHP, Laravel. Education: MBA.",Data Analyst
"Name: Candidate_599. Experience: 0 years. Skills: JavaScript, React. Education: BCA.",Frontend Developer
"Name: Candidate_600. Experience: 14 years. Skills: JavaScript, React. Education: B.Tech in CS.",Backend Developer
"Name: Candidate_601. Experience: 6 years. Skills: PHP, Laravel. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_602. Experience: 11 years. Skills: Excel, Admin. Education: M.Tech.",Frontend Developer
"Name: Candidate_603. Experience: 4 years. Skills: PHP, Laravel. Education: BCA.",Data Analyst
"Name: Candidate_604. Experience: 15 years. Skills: AWS, DevOps. Education: B.Tech in CS.",Backend Developer
"Name: Candidate_605. Experience: 7 years. Skills: R, Statistics. Education: BCA.",Embedded Engineer
"Name: Candidate_606. Experience: 8 years. Skills: Node.js, MongoDB. Education: MBA.",Product Manager
"Name: Candidate_607. Experience: 5 years. Skills: C++, IoT. Education: B.Com.",Backend Developer
"Name: Candidate_608. Experience: 8 years. Skills: C++, IoT. Education: MBA.",Data Scientist
"Name: Candidate_609. Experience: 15 years. Skills: Python, SQL, ML. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_610. Experience: 13 years. Skills: R, Statistics. Education: M.Tech.",DevOps Engineer
"Name: Candidate_611. Experience: 9 years. Skills: R, Statistics. Education: B.Tech in CS.",Backend Developer
"Name: Candidate_612. Experience: 0 years. Skills: Node.js, MongoDB. Education: MCA.",Data Analyst
"Name: Candidate_613. Experience: 5 years. Skills: AWS, DevOps. Education: M.Tech.",Data Analyst
"Name: Candidate_614. Experience: 14 years. Skills: R, Statistics. Education: MCA.",Data Analyst
"Name: Candidate_615. Experience: 1 years. Skills: AWS, DevOps. Education: B.Sc in IT.",Data Scientist
"Name: Candidate_616. Experience: 11 years. Skills: R, Statistics. Education: B.Com.",Product Manager
"Name: Candidate_617. Experience: 11 years. Skills: R, Statistics. Education: Diploma in CS.",Product Manager
"Name: Candidate_618. Experience: 7 years. Skills: Python, SQL, ML. Education: MBA.",Virtual Assistant
"Name: Candidate_619. Experience: 13 years. Skills: PHP, Laravel. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_620. Experience: 8 years. Skills: Excel, Admin. Education: B.Com.",Data Analyst
"Name: Candidate_621. Experience: 0 years. Skills: Python, SQL, ML. Education: B.Com.",Virtual Assistant
"Name: Candidate_622. Experience: 14 years. Skills: Angular, TypeScript. Education: Diploma in CS.",Frontend Developer
"Name: Candidate_623. Experience: 2 years. Skills: Excel, Admin. Education: MCA.",Data Scientist
"Name: Candidate_624. Experience: 8 years. Skills: Angular, TypeScript. Education: B.Com.",Virtual Assistant
"Name: Candidate_625. Experience: 5 years. Skills: Python, SQL, ML. Education: B.Tech in CS.",Data Analyst
"Name: Candidate_626. Experience: 8 years. Skills: Node.js, MongoDB. Education: MBA.",Product Manager
"Name: Candidate_627. Experience: 7 years. Skills: JavaScript, React. Education: B.Tech in CS.",Backend Developer
"Name: Candidate_628. Experience: 4 years. Skills: Python, SQL, ML. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_629. Experience: 9 years. Skills: C++, IoT. Education: B.Tech in CS.",Backend Developer
"Name: Candidate_630. Experience: 8 years. Skills: JavaScript, React. Education: B.Sc in IT.",Frontend Developer
"Name: Candidate_631. Experience: 6 years. Skills: PHP, Laravel. Education: MBA.",Virtual Assistant
"Name: Candidate_632. Experience: 4 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",Frontend Developer
"Name: Candidate_633. Experience: 4 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",Virtual Assistant
"Name: Candidate_634. Experience: 8 years. Skills: AWS, DevOps. Education: B.Com.",Backend Developer
"Name: Candidate_635. Experience: 3 years. Skills: Node.js, MongoDB. Education: MCA.",Embedded Engineer
"Name: Candidate_636. Experience: 7 years. Skills: AWS, DevOps. Education: Diploma in CS.",Frontend Developer
"Name: Candidate_637. Experience: 1 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",Data Scientist
"Name: Candidate_638. Experience: 2 years. Skills: Angular, TypeScript. Education: M.Tech.",Virtual Assistant
"Name: Candidate_639. Experience: 15 years. Skills: PHP, Laravel. Education: B.Sc in IT.",Virtual Assistant
"Name: Candidate_640. Experience: 13 years. Skills: Python, SQL, ML. Education: BCA.",Virtual Assistant
"Name: Candidate_641. Experience: 5 years. Skills: JavaScript, React. Education: Diploma in CS.",Product Manager
"Name: Candidate_642. Experience: 14 years. Skills: Node.js, MongoDB. Education: MBA.",Embedded Engineer
"Name: Candidate_643. Experience: 5 years. Skills: Java, Spring. Education: BCA.",Virtual Assistant
"Name: Candidate_644. Experience: 8 years. Skills: PHP, Laravel. Education: M.Tech.",Backend Developer
"Name: Candidate_645. Experience: 5 years. Skills: C++, IoT. Education: B.Tech in CS.",Product Manager
"Name: Candidate_646. Experience: 6 years. Skills: R, Statistics. Education: Diploma in CS.",Virtual Assistant
"Name: Candidate_647. Experience: 10 years. Skills: C++, IoT. Education: M.Tech.",Data Scientist
"Name: Candidate_648. Experience: 9 years. Skills: Excel, Admin. Education: Diploma in CS.",Data Analyst
"Name: Candidate_649. Experience: 4 years. Skills: C++, IoT. Education: MCA.",Frontend Developer
"Name: Candidate_650. Experience: 3 years. Skills: Angular, TypeScript. Education: M.Tech.",Embedded Engineer
"Name: Candidate_651. Experience: 0 years. Skills: Angular, TypeScript. Education: B.Sc in IT.",Product Manager
"Name: Candidate_652. Experience: 14 years. Skills: C++, IoT. Education: B.Com.",Frontend Developer
"Name: Candidate_653. Experience: 1 years. Skills: Java, Spring. Education: Diploma in CS.",Backend Developer
"Name: Candidate_654. Experience: 5 years. Skills: Excel, Admin. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_655. Experience: 15 years. Skills: Python, SQL, ML. Education: B.Com.",Virtual Assistant
"Name: Candidate_656. Experience: 8 years. Skills: JavaScript, React. Education: MBA.",DevOps Engineer
"Name: Candidate_657. Experience: 7 years. Skills: PHP, Laravel. Education: B.Tech in CS.",Backend Developer
"Name: Candidate_658. Experience: 12 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",Data Analyst
"Name: Candidate_659. Experience: 13 years. Skills: Angular, TypeScript. Education: M.Tech.",Virtual Assistant
"Name: Candidate_660. Experience: 0 years. Skills: C++, IoT. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_661. Experience: 14 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",Data Scientist
"Name: Candidate_662. Experience: 8 years. Skills: Python, SQL, ML. Education: MBA.",Virtual Assistant
"Name: Candidate_663. Experience: 11 years. Skills: C++, IoT. Education: M.Tech.",Embedded Engineer
"Name: Candidate_664. Experience: 10 years. Skills: Excel, Admin. Education: B.Tech in CS.",DevOps Engineer
"Name: Candidate_665. Experience: 2 years. Skills: R, Statistics. Education: M.Tech.",Frontend Developer
"Name: Candidate_666. Experience: 8 years. Skills: Java, Spring. Education: B.Com.",Product Manager
"Name: Candidate_667. Experience: 3 years. Skills: AWS, DevOps. Education: M.Tech.",Virtual Assistant
"Name: Candidate_668. Experience: 15 years. Skills: Excel, Admin. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_669. Experience: 10 years. Skills: Angular, TypeScript. Education: MCA.",Backend Developer
"Name: Candidate_670. Experience: 8 years. Skills: Node.js, MongoDB. Education: B.Tech in CS.",DevOps Engineer
"Name: Candidate_671. Experience: 1 years. Skills: PHP, Laravel. Education: BCA.",Product Manager
"Name: Candidate_672. Experience: 5 years. Skills: C++, IoT. Education: B.Com.",Backend Developer
"Name: Candidate_673. Experience: 4 years. Skills: Angular, TypeScript. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_674. Experience: 11 years. Skills: C++, IoT. Education: MCA.",Embedded Engineer
"Name: Candidate_675. Experience: 11 years. Skills: R, Statistics. Education: MCA.",Frontend Developer
